,topic,category 0,category 1,category 2,category 3
45,Adaptive Diversity,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Adaptive Diversity
46,Intraspecific Diversity,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Intraspecific Diversity
47,Genomic Diversity,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Genomic Diversity
48,Population Abundance,Ecosystem Health Indicators,Biodiversity Levels,Population Abundance,
49,Mammalian Population Density,Ecosystem Health Indicators,Biodiversity Levels,Population Abundance,Mammalian Population Density
50,Avian Biomass Levels,Ecosystem Health Indicators,Biodiversity Levels,Population Abundance,Avian Biomass Levels
51,Aquatic Species Count,Ecosystem Health Indicators,Biodiversity Levels,Population Abundance,Aquatic Species Count
52,Insect Population Estimates,Ecosystem Health Indicators,Biodiversity Levels,Population Abundance,Insect Population Estimates
53,Plant Community Coverage,Ecosystem Health Indicators,Biodiversity Levels,Population Abundance,Plant Community Coverage
54,Population Density,Ecosystem Health Indicators,Biodiversity Levels,Population Abundance,Population Density
55,Population Size,Ecosystem Health Indicators,Biodiversity Levels,Population Abundance,Population Size
56,Species Abundance,Ecosystem Health Indicators,Biodiversity Levels,Population Abundance,Species Abundance
57,Ecological Density,Ecosystem Health Indicators,Biodiversity Levels,Population Abundance,Ecological Density
58,Biomass,Ecosystem Health Indicators,Biodiversity Levels,Population Abundance,Biomass
59,Community Abundance,Ecosystem Health Indicators,Biodiversity Levels,Population Abundance,Community Abundance
60,Numerical Strength,Ecosystem Health Indicators,Biodiversity Levels,Population Abundance,Numerical Strength
61,Organism Count,Ecosystem Health Indicators,Biodiversity Levels,Population Abundance,Organism Count
62,Demographic Abundance,Ecosystem Health Indicators,Biodiversity Levels,Population Abundance,Demographic Abundance
63,Functional Diversity,Ecosystem Health Indicators,Biodiversity Levels,Functional Diversity,
64,Trophic Interactions,Ecosystem Health Indicators,Biodiversity Levels,Functional Diversity,Trophic Interactions
65,Habitat Heterogeneity,Ecosystem Health Indicators,Biodiversity Levels,Functional Diversity,Habitat Heterogeneity
66,Nutrient Cycling,Ecosystem Health Indicators,Biodiversity Levels,Functional Diversity,Nutrient Cycling
67,Pollination Services,Ecosystem Health Indicators,Biodiversity Levels,Functional Diversity,Pollination Services
68,Seed Dispersal Patterns,Ecosystem Health Indicators,Biodiversity Levels,Functional Diversity,Seed Dispersal Patterns
69,Decomposition Rates,Ecosystem Health Indicators,Biodiversity Levels,Functional Diversity,Decomposition Rates
70,Functional Variation,Ecosystem Health Indicators,Biodiversity Levels,Functional Diversity,Functional Variation
71,Ecological Functionality,Ecosystem Health Indicators,Biodiversity Levels,Functional Diversity,Ecological Functionality
72,Diversity of Roles,Ecosystem Health Indicators,Biodiversity Levels,Functional Diversity,Diversity of Roles
73,Functional Richness,Ecosystem Health Indicators,Biodiversity Levels,Functional Diversity,Functional Richness
74,Trait Diversity,Ecosystem Health Indicators,Biodiversity Levels,Functional Diversity,Trait Diversity
75,Ecosystem Complexity,Ecosystem Health Indicators,Biodiversity Levels,Functional Diversity,Ecosystem Complexity
76,Biodiversity of Functions,Ecosystem Health Indicators,Biodiversity Levels,Functional Diversity,Biodiversity of Functions
77,Functional Ecosystem Diversity,Ecosystem Health Indicators,Biodiversity Levels,Functional Diversity,Functional Ecosystem Diversity
78,Role Diversity,Ecosystem Health Indicators,Biodiversity Levels,Functional Diversity,Role Diversity
79,Functional Composition,Ecosystem Health Indicators,Biodiversity Levels,Functional Diversity,Functional Composition
80,Ecological Roles Diversity,Ecosystem Health Indicators,Biodiversity Levels,Functional Diversity,Ecological Roles Diversity
81,Species Functionality,Ecosystem Health Indicators,Biodiversity Levels,Functional Diversity,Species Functionality
82,Functional Traits Variation,Ecosystem Health Indicators,Biodiversity Levels,Functional Diversity,Functional Traits Variation
83,Ecosystem Service Diversity,Ecosystem Health Indicators,Biodiversity Levels,Functional Diversity,Ecosystem Service Diversity
84,Endemic Species Proportion,Ecosystem Health Indicators,Biodiversity Levels,Endemic Species Proportion,
85,Habitat Suitability for Endemic Species,Ecosystem Health Indicators,Biodiversity Levels,Endemic Species Proportion,Habitat Suitability for Endemic Species
86,Population Viability of Endemic Species,Ecosystem Health Indicators,Biodiversity Levels,Endemic Species Proportion,Population Viability of Endemic Species
87,Threat Levels to Endemic Species,Ecosystem Health Indicators,Biodiversity Levels,Endemic Species Proportion,Threat Levels to Endemic Species
88,Reproductive Success of Endemic Species,Ecosystem Health Indicators,Biodiversity Levels,Endemic Species Proportion,Reproductive Success of Endemic Species
89,Geographical Range of Endemic Species Distribution,Ecosystem Health Indicators,Biodiversity Levels,Endemic Species Proportion,Geographical Range of Endemic Species Distribution
90,Native Species Ratio,Ecosystem Health Indicators,Biodiversity Levels,Endemic Species Proportion,Native Species Ratio
91,Indigenous Species Percentage,Ecosystem Health Indicators,Biodiversity Levels,Endemic Species Proportion,Indigenous Species Percentage
92,Local Species Share,Ecosystem Health Indicators,Biodiversity Levels,Endemic Species Proportion,Local Species Share
93,Endemic Flora and Fauna Ratio,Ecosystem Health Indicators,Biodiversity Levels,Endemic Species Proportion,Endemic Flora and Fauna Ratio
94,Regional Species Composition,Ecosystem Health Indicators,Biodiversity Levels,Endemic Species Proportion,Regional Species Composition
95,Endemic Biodiversity Fraction,Ecosystem Health Indicators,Biodiversity Levels,Endemic Species Proportion,Endemic Biodiversity Fraction
96,Local Diversity Rate,Ecosystem Health Indicators,Biodiversity Levels,Endemic Species Proportion,Local Diversity Rate
97,Indigenous Biodiversity Proportion,Ecosystem Health Indicators,Biodiversity Levels,Endemic Species Proportion,Indigenous Biodiversity Proportion
98,Endemic Species Share,Ecosystem Health Indicators,Biodiversity Levels,Endemic Species Proportion,Endemic Species Share
99,Native Species Representation,Ecosystem Health Indicators,Biodiversity Levels,Endemic Species Proportion,Native Species Representation
100,Regional Endemism Ratio,Ecosystem Health Indicators,Biodiversity Levels,Endemic Species Proportion,Regional Endemism Ratio
101,Endemic Species Index,Ecosystem Health Indicators,Biodiversity Levels,Endemic Species Proportion,Endemic Species Index
102,Ecosystem Diversity,Ecosystem Health Indicators,Biodiversity Levels,Ecosystem Diversity,
103,Flora and Fauna Diversity,Ecosystem Health Indicators,Biodiversity Levels,Flora and Fauna Diversity,
104,Taxonomic Diversity,Ecosystem Health Indicators,Biodiversity Levels,Taxonomic Diversity,
105,Biodiversity Metrics,Ecosystem Health Indicators,Biodiversity Levels,Biodiversity Metrics,
106,Water Quality,Ecosystem Health Indicators,Water Quality,,
107,Nutrient Levels,Ecosystem Health Indicators,Water Quality,Nutrient Levels,
108,Nitrogen Concentration,Ecosystem Health Indicators,Water Quality,Nutrient Levels,Nitrogen Concentration
109,Phosphorus Concentration,Ecosystem Health Indicators,Water Quality,Nutrient Levels,Phosphorus Concentration
110,Algal Biomass,Ecosystem Health Indicators,Water Quality,Nutrient Levels,Algal Biomass
111,Macrophyte Growth,Ecosystem Health Indicators,Water Quality,Nutrient Levels,Macrophyte Growth
112,Soil Nutrient Content,Ecosystem Health Indicators,Water Quality,Nutrient Levels,Soil Nutrient Content
113,Nutrient Concentration,Ecosystem Health Indicators,Water Quality,Nutrient Levels,Nutrient Concentration
114,Nutrient Content,Ecosystem Health Indicators,Water Quality,Nutrient Levels,Nutrient Content
115,Nutritional Value,Ecosystem Health Indicators,Water Quality,Nutrient Levels,Nutritional Value
116,Nutrient Density,Ecosystem Health Indicators,Water Quality,Nutrient Levels,Nutrient Density
117,Nutrient Profile,Ecosystem Health Indicators,Water Quality,Nutrient Levels,Nutrient Profile
118,Nutritional Levels,Ecosystem Health Indicators,Water Quality,Nutrient Levels,Nutritional Levels
119,Micronutrient Levels,Ecosystem Health Indicators,Water Quality,Nutrient Levels,Micronutrient Levels
120,Macronutrient Levels,Ecosystem Health Indicators,Water Quality,Nutrient Levels,Macronutrient Levels
121,Nutrient Composition,Ecosystem Health Indicators,Water Quality,Nutrient Levels,Nutrient Composition
122,Nutrient Amounts,Ecosystem Health Indicators,Water Quality,Nutrient Levels,Nutrient Amounts
123,Nutritional Composition,Ecosystem Health Indicators,Water Quality,Nutrient Levels,Nutritional Composition
124,Biochemical Levels,Ecosystem Health Indicators,Water Quality,Nutrient Levels,Biochemical Levels
125,Dissolved Oxygen Levels,Ecosystem Health Indicators,Water Quality,Dissolved Oxygen Levels,
126,Biological Oxygen Demand,Ecosystem Health Indicators,Water Quality,Dissolved Oxygen Levels,Biological Oxygen Demand
127,Aquatic Plant Coverage,Ecosystem Health Indicators,Water Quality,Dissolved Oxygen Levels,Aquatic Plant Coverage
128,Fish Population Health,Ecosystem Health Indicators,Water Quality,Dissolved Oxygen Levels,Fish Population Health
129,Water Temperature,Ecosystem Health Indicators,Water Quality,Dissolved Oxygen Levels,Water Temperature
130,Sediment Oxygen Demand,Ecosystem Health Indicators,Water Quality,Dissolved Oxygen Levels,Sediment Oxygen Demand
131,Oxygen Saturation,Ecosystem Health Indicators,Water Quality,Dissolved Oxygen Levels,Oxygen Saturation
132,Oxygen Concentration,Ecosystem Health Indicators,Water Quality,Dissolved Oxygen Levels,Oxygen Concentration
133,Dissolved Oxygen Concentration,Ecosystem Health Indicators,Water Quality,Dissolved Oxygen Levels,Dissolved Oxygen Concentration
134,DO Levels,Ecosystem Health Indicators,Water Quality,Dissolved Oxygen Levels,DO Levels
135,Oxygen Content,Ecosystem Health Indicators,Water Quality,Dissolved Oxygen Levels,Oxygen Content
136,Oxygen Availability,Ecosystem Health Indicators,Water Quality,Dissolved Oxygen Levels,Oxygen Availability
137,Oxygen Solubility,Ecosystem Health Indicators,Water Quality,Dissolved Oxygen Levels,Oxygen Solubility
138,Aquatic Oxygen Levels,Ecosystem Health Indicators,Water Quality,Dissolved Oxygen Levels,Aquatic Oxygen Levels
139,Water Oxygen Levels,Ecosystem Health Indicators,Water Quality,Dissolved Oxygen Levels,Water Oxygen Levels
140,Oxygen in Water,Ecosystem Health Indicators,Water Quality,Dissolved Oxygen Levels,Oxygen in Water
141,Oxygen Supply,Ecosystem Health Indicators,Water Quality,Dissolved Oxygen Levels,Oxygen Supply
142,Dissolved O2,Ecosystem Health Indicators,Water Quality,Dissolved Oxygen Levels,Dissolved O2
143,Total Dissolved Oxygen,Ecosystem Health Indicators,Water Quality,Dissolved Oxygen Levels,Total Dissolved Oxygen
144,Oxygen Measurement,Ecosystem Health Indicators,Water Quality,Dissolved Oxygen Levels,Oxygen Measurement
145,pH Levels,Ecosystem Health Indicators,Water Quality,pH Levels,
146,Acidity of Soil,Ecosystem Health Indicators,Water Quality,pH Levels,Acidity of Soil
147,Alkalinity of Freshwater Bodies,Ecosystem Health Indicators,Water Quality,pH Levels,Alkalinity of Freshwater Bodies
148,Buffering Capacity,Ecosystem Health Indicators,Water Quality,pH Levels,Buffering Capacity
149,Ocean Acidification Levels,Ecosystem Health Indicators,Water Quality,pH Levels,Ocean Acidification Levels
150,acidity,Ecosystem Health Indicators,Water Quality,pH Levels,acidity
151,alkalinity,Ecosystem Health Indicators,Water Quality,pH Levels,alkalinity
152,hydrogen ion concentration,Ecosystem Health Indicators,Water Quality,pH Levels,hydrogen ion concentration
153,pH value,Ecosystem Health Indicators,Water Quality,pH Levels,pH value
154,pH measurement,Ecosystem Health Indicators,Water Quality,pH Levels,pH measurement
155,pH scale,Ecosystem Health Indicators,Water Quality,pH Levels,pH scale
156,ionic balance,Ecosystem Health Indicators,Water Quality,pH Levels,ionic balance
157,chemical balance,Ecosystem Health Indicators,Water Quality,pH Levels,chemical balance
158,solution acidity,Ecosystem Health Indicators,Water Quality,pH Levels,solution acidity
159,solution alkalinity,Ecosystem Health Indicators,Water Quality,pH Levels,solution alkalinity
160,aqueous acidity,Ecosystem Health Indicators,Water Quality,pH Levels,aqueous acidity
161,aqueous alkalinity,Ecosystem Health Indicators,Water Quality,pH Levels,aqueous alkalinity
162,Turbidity,Ecosystem Health Indicators,Water Quality,Turbidity,
163,Sediment Concentration,Ecosystem Health Indicators,Water Quality,Turbidity,Sediment Concentration
164,Algal Bloom Density,Ecosystem Health Indicators,Water Quality,Turbidity,Algal Bloom Density
165,Plankton Population Size,Ecosystem Health Indicators,Water Quality,Turbidity,Plankton Population Size
166,cloudiness,Ecosystem Health Indicators,Water Quality,Turbidity,cloudiness
167,murkiness,Ecosystem Health Indicators,Water Quality,Turbidity,murkiness
168,opacity,Ecosystem Health Indicators,Water Quality,Turbidity,opacity
169,haze,Ecosystem Health Indicators,Water Quality,Turbidity,haze
170,sediment concentration,Ecosystem Health Indicators,Water Quality,Turbidity,sediment concentration
171,pollution level,Ecosystem Health Indicators,Water Quality,Turbidity,pollution level
172,water clarity,Ecosystem Health Indicators,Water Quality,Turbidity,water clarity
173,contaminant level,Ecosystem Health Indicators,Water Quality,Turbidity,contaminant level
174,Contaminant Concentrations,Ecosystem Health Indicators,Water Quality,Contaminant Concentrations,
175,Heavy Metal Levels,Ecosystem Health Indicators,Water Quality,Contaminant Concentrations,Heavy Metal Levels
176,Pesticide Residues,Ecosystem Health Indicators,Water Quality,Contaminant Concentrations,Pesticide Residues
177,Pollutant Levels,Ecosystem Health Indicators,Water Quality,Contaminant Concentrations,Pollutant Levels
178,Toxin Density,Ecosystem Health Indicators,Water Quality,Contaminant Concentrations,Toxin Density
179,Impurity Concentrations,Ecosystem Health Indicators,Water Quality,Contaminant Concentrations,Impurity Concentrations
180,Adulterant Amounts,Ecosystem Health Indicators,Water Quality,Contaminant Concentrations,Adulterant Amounts
181,Water Purity,Ecosystem Health Indicators,Water Quality,Water Purity,
182,Hydrological Quality,Ecosystem Health Indicators,Water Quality,Hydrological Quality,
183,Water Standards,Ecosystem Health Indicators,Water Quality,Water Standards,
184,Aquatic Quality,Ecosystem Health Indicators,Water Quality,Aquatic Quality,
185,Water Safety,Ecosystem Health Indicators,Water Quality,Water Safety,
186,Water Cleanliness,Ecosystem Health Indicators,Water Quality,Water Cleanliness,
187,Water Integrity,Ecosystem Health Indicators,Water Quality,Water Integrity,
188,Water Condition,Ecosystem Health Indicators,Water Quality,Water Condition,
189,Water Composition,Ecosystem Health Indicators,Water Quality,Water Composition,
190,Water Assessment,Ecosystem Health Indicators,Water Quality,Water Assessment,
191,Water Contamination Levels,Ecosystem Health Indicators,Water Quality,Water Contamination Levels,
192,Water Health,Ecosystem Health Indicators,Water Quality,Water Health,
193,Soil Health,Ecosystem Health Indicators,Soil Health,,
194,Soil Organic Matter,Ecosystem Health Indicators,Soil Health,Soil Organic Matter,
195,Soil Carbon Sequestration,Ecosystem Health Indicators,Soil Health,Soil Organic Matter,Soil Carbon Sequestration
196,Soil Biodiversity Habitat,Ecosystem Health Indicators,Soil Health,Soil Organic Matter,Soil Biodiversity Habitat
197,Soil Erosion Resistance,Ecosystem Health Indicators,Soil Health,Soil Organic Matter,Soil Erosion Resistance
198,Soil Water Holding Capacity,Ecosystem Health Indicators,Soil Health,Soil Organic Matter,Soil Water Holding Capacity
199,Soil Pollutant Filtration,Ecosystem Health Indicators,Soil Health,Soil Organic Matter,Soil Pollutant Filtration
200,Soil pH Buffering,Ecosystem Health Indicators,Soil Health,Soil Organic Matter,Soil pH Buffering
201,Soil Aggregate Stability,Ecosystem Health Indicators,Soil Health,Soil Organic Matter,Soil Aggregate Stability
202,humus,Ecosystem Health Indicators,Soil Health,Soil Organic Matter,humus
203,organic matter,Ecosystem Health Indicators,Soil Health,Soil Organic Matter,organic matter
204,soil carbon,Ecosystem Health Indicators,Soil Health,Soil Organic Matter,soil carbon
205,decomposed organic material,Ecosystem Health Indicators,Soil Health,Soil Organic Matter,decomposed organic material
206,plant residue,Ecosystem Health Indicators,Soil Health,Soil Organic Matter,plant residue
207,animal waste,Ecosystem Health Indicators,Soil Health,Soil Organic Matter,animal waste
208,compost,Ecosystem Health Indicators,Soil Health,Soil Organic Matter,compost
209,soil nutrients,Ecosystem Health Indicators,Soil Health,Soil Organic Matter,soil nutrients
210,biomass,Ecosystem Health Indicators,Soil Health,Soil Organic Matter,biomass
211,organic residues,Ecosystem Health Indicators,Soil Health,Soil Organic Matter,organic residues
212,microbial biomass,Ecosystem Health Indicators,Soil Health,Soil Organic Matter,microbial biomass
213,soil fertility,Ecosystem Health Indicators,Soil Health,Soil Organic Matter,soil fertility
214,peat,Ecosystem Health Indicators,Soil Health,Soil Organic Matter,peat
215,leaf litter,Ecosystem Health Indicators,Soil Health,Soil Organic Matter,leaf litter
216,organic amendments,Ecosystem Health Indicators,Soil Health,Soil Organic Matter,organic amendments
217,natural fertilizers,Ecosystem Health Indicators,Soil Health,Soil Organic Matter,natural fertilizers
218,Soil Nutrient Levels,Ecosystem Health Indicators,Soil Health,Soil Nutrient Levels,
219,Nitrogen Content,Ecosystem Health Indicators,Soil Health,Soil Nutrient Levels,Nitrogen Content
220,Phosphorus Availability,Ecosystem Health Indicators,Soil Health,Soil Nutrient Levels,Phosphorus Availability
221,Potassium Levels,Ecosystem Health Indicators,Soil Health,Soil Nutrient Levels,Potassium Levels
222,Soil Fertility,Ecosystem Health Indicators,Soil Health,Soil Nutrient Levels,Soil Fertility
223,Nutrient Content in Soil,Ecosystem Health Indicators,Soil Health,Soil Nutrient Levels,Nutrient Content in Soil
224,Soil Nutrient Concentration,Ecosystem Health Indicators,Soil Health,Soil Nutrient Levels,Soil Nutrient Concentration
225,Soil Health Indicators,Ecosystem Health Indicators,Soil Health,Soil Nutrient Levels,Soil Health Indicators
226,Nutrient Status of Soil,Ecosystem Health Indicators,Soil Health,Soil Nutrient Levels,Nutrient Status of Soil
227,Soil Nutrient Profile,Ecosystem Health Indicators,Soil Health,Soil Nutrient Levels,Soil Nutrient Profile
228,Soil Microbial Biomass,Ecosystem Health Indicators,Soil Health,Soil Microbial Biomass,
229,Microbial Diversity,Ecosystem Health Indicators,Soil Health,Soil Microbial Biomass,Microbial Diversity
230,Carbon Biomass Content,Ecosystem Health Indicators,Soil Health,Soil Microbial Biomass,Carbon Biomass Content
231,Nitrogen Biomass Content,Ecosystem Health Indicators,Soil Health,Soil Microbial Biomass,Nitrogen Biomass Content
232,Microbial Activity Levels,Ecosystem Health Indicators,Soil Health,Soil Microbial Biomass,Microbial Activity Levels
233,Fungal to Bacterial Ratio,Ecosystem Health Indicators,Soil Health,Soil Microbial Biomass,Fungal to Bacterial Ratio
234,Soil Microbial Community,Ecosystem Health Indicators,Soil Health,Soil Microbial Biomass,Soil Microbial Community
235,Microbial Biomass in Soil,Ecosystem Health Indicators,Soil Health,Soil Microbial Biomass,Microbial Biomass in Soil
236,Soil Microflora,Ecosystem Health Indicators,Soil Health,Soil Microbial Biomass,Soil Microflora
237,Soil Microbial Population,Ecosystem Health Indicators,Soil Health,Soil Microbial Biomass,Soil Microbial Population
238,Soil Microbial Mass,Ecosystem Health Indicators,Soil Health,Soil Microbial Biomass,Soil Microbial Mass
239,Microbial Life in Soil,Ecosystem Health Indicators,Soil Health,Soil Microbial Biomass,Microbial Life in Soil
240,Soil Microbial Diversity,Ecosystem Health Indicators,Soil Health,Soil Microbial Biomass,Soil Microbial Diversity
241,Soil Bacterial Biomass,Ecosystem Health Indicators,Soil Health,Soil Microbial Biomass,Soil Bacterial Biomass
242,Soil Fungal Biomass,Ecosystem Health Indicators,Soil Health,Soil Microbial Biomass,Soil Fungal Biomass
243,Soil Microbial Organisms,Ecosystem Health Indicators,Soil Health,Soil Microbial Biomass,Soil Microbial Organisms
244,Soil Biological Activity,Ecosystem Health Indicators,Soil Health,Soil Microbial Biomass,Soil Biological Activity
245,Soil Microbial Ecology,Ecosystem Health Indicators,Soil Health,Soil Microbial Biomass,Soil Microbial Ecology
246,Soil Structure,Ecosystem Health Indicators,Soil Health,Soil Structure,
247,Soil Aggregation,Ecosystem Health Indicators,Soil Health,Soil Structure,Soil Aggregation
248,Soil Compaction,Ecosystem Health Indicators,Soil Health,Soil Structure,Soil Compaction
249,Soil Porosity,Ecosystem Health Indicators,Soil Health,Soil Structure,Soil Porosity
250,Soil Composition,Ecosystem Health Indicators,Soil Health,Soil Structure,Soil Composition
251,Soil Texture,Ecosystem Health Indicators,Soil Health,Soil Structure,Soil Texture
252,Soil Framework,Ecosystem Health Indicators,Soil Health,Soil Structure,Soil Framework
253,Soil Arrangement,Ecosystem Health Indicators,Soil Health,Soil Structure,Soil Arrangement
254,Soil Architecture,Ecosystem Health Indicators,Soil Health,Soil Structure,Soil Architecture
255,Soil Moisture Content,Ecosystem Health Indicators,Soil Health,Soil Moisture Content,
256,Evapotranspiration Rates,Ecosystem Health Indicators,Soil Health,Soil Moisture Content,Evapotranspiration Rates
257, Water Infiltration Capacity,Ecosystem Health Indicators,Soil Health,Soil Moisture Content, Water Infiltration Capacity
258,Soil Water Content,Ecosystem Health Indicators,Soil Health,Soil Moisture Content,Soil Water Content
259,Moisture Level in Soil,Ecosystem Health Indicators,Soil Health,Soil Moisture Content,Moisture Level in Soil
260,Soil Humidity,Ecosystem Health Indicators,Soil Health,Soil Moisture Content,Soil Humidity
261,Water Retention in Soil,Ecosystem Health Indicators,Soil Health,Soil Moisture Content,Water Retention in Soil
262,Soil Quality,Ecosystem Health Indicators,Soil Health,Soil Quality,
263,Soil Vitality,Ecosystem Health Indicators,Soil Health,Soil Vitality,
264,Soil Condition,Ecosystem Health Indicators,Soil Health,Soil Condition,
265,Soil Productivity,Ecosystem Health Indicators,Soil Health,Soil Productivity,
266,Soil Sustainability,Ecosystem Health Indicators,Soil Health,Soil Sustainability,
267,Soil Integrity,Ecosystem Health Indicators,Soil Health,Soil Integrity,
268,Soil Ecosystem Health,Ecosystem Health Indicators,Soil Health,Soil Ecosystem Health,
269,Soil Biotic Activity,Ecosystem Health Indicators,Soil Health,Soil Biotic Activity,
270,Soil Nutrient Balance,Ecosystem Health Indicators,Soil Health,Soil Nutrient Balance,
271,Habitat Extent,Ecosystem Health Indicators,Habitat Extent,,
272,Forest Area,Ecosystem Health Indicators,Habitat Extent,Forest Area,
273,Tree Canopy Density,Ecosystem Health Indicators,Habitat Extent,Forest Area,Tree Canopy Density
274,Forest Biodiversity Levels,Ecosystem Health Indicators,Habitat Extent,Forest Area,Forest Biodiversity Levels
275,Deforestation Rates,Ecosystem Health Indicators,Habitat Extent,Forest Area,Deforestation Rates
276,Woodland,Ecosystem Health Indicators,Habitat Extent,Forest Area,Woodland
277,Timberland,Ecosystem Health Indicators,Habitat Extent,Forest Area,Timberland
278,Wooded region,Ecosystem Health Indicators,Habitat Extent,Forest Area,Wooded region
279,Forestland,Ecosystem Health Indicators,Habitat Extent,Forest Area,Forestland
280,Tree cover,Ecosystem Health Indicators,Habitat Extent,Forest Area,Tree cover
281,Sylvan area,Ecosystem Health Indicators,Habitat Extent,Forest Area,Sylvan area
282,Wetland Coverage,Ecosystem Health Indicators,Habitat Extent,Wetland Coverage,
283,Vegetation Density,Ecosystem Health Indicators,Habitat Extent,Wetland Coverage,Vegetation Density
284,Wildlife Habitats,Ecosystem Health Indicators,Habitat Extent,Wetland Coverage,Wildlife Habitats
285,Marshland Area,Ecosystem Health Indicators,Habitat Extent,Wetland Coverage,Marshland Area
286,Swamp Coverage,Ecosystem Health Indicators,Habitat Extent,Wetland Coverage,Swamp Coverage
287,Bog Extent,Ecosystem Health Indicators,Habitat Extent,Wetland Coverage,Bog Extent
288,Floodplain Coverage,Ecosystem Health Indicators,Habitat Extent,Wetland Coverage,Floodplain Coverage
