,topic,category 0,category 1,category 2,category 3,category 4,category 5
32,Egg Quality Rate,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Egg Viability Rate,Egg Quality Rate
33,Egg Life Potential,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Egg Viability Rate,Egg Life Potential
34,Egg Viability Percentage,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Egg Viability Rate,Egg Viability Percentage
35,Hatching Success Rate,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Egg Viability Rate,Hatching Success Rate
36,Oocyte Viability Rate,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Egg Viability Rate,Oocyte Viability Rate
37,Egg Production Viability,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Egg Viability Rate,Egg Production Viability
38,Nutrient Availability for Spawning,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Nutrient Availability for Spawning,
39,Plankton Biomass Concentration,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Nutrient Availability for Spawning,Plankton Biomass Concentration
40,Sediment Nutrient Content,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Nutrient Availability for Spawning,Sediment Nutrient Content
41,Nutrient Accessibility for Reproduction,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Nutrient Availability for Spawning,Nutrient Accessibility for Reproduction
42,Nutrient Supply for Breeding,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Nutrient Availability for Spawning,Nutrient Supply for Breeding
43,Nutrient Provision for Spawning,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Nutrient Availability for Spawning,Nutrient Provision for Spawning
44,Nutrient Resources for Reproductive Success,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Nutrient Availability for Spawning,Nutrient Resources for Reproductive Success
45,Nutrient Distribution for Spawning,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Nutrient Availability for Spawning,Nutrient Distribution for Spawning
46,Nutrient Presence for Reproductive Activity,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Nutrient Availability for Spawning,Nutrient Presence for Reproductive Activity
47,Nutrient Levels for Breeding,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Nutrient Availability for Spawning,Nutrient Levels for Breeding
48,Spawning Site Density,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Spawning Site Density,
49,Spatial Distribution of Spawning Sites,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Spawning Site Density,Spatial Distribution of Spawning Sites
50,Area Coverage of Spawning Habitats,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Spawning Site Density,Area Coverage of Spawning Habitats
51,Reproductive Habitat Concentration,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Spawning Site Density,Reproductive Habitat Concentration
52,Nesting Area Density,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Spawning Site Density,Nesting Area Density
53,Breeding Site Frequency,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Spawning Site Density,Breeding Site Frequency
54,Spawning Ground Concentration,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Spawning Site Density,Spawning Ground Concentration
55,Egg-Laying Site Density,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Spawning Site Density,Egg-Laying Site Density
56,Fecundity Habitat Density,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Spawning Site Density,Fecundity Habitat Density
57,Reproductive Area Density,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Spawning Site Density,Reproductive Area Density
58,Egg Yield Rate,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Egg Yield Rate,
59,Egg Output Rate,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Egg Output Rate,
60,Egg Laying Rate,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Egg Laying Rate,
61,Egg Production Efficiency,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Egg Production Efficiency,
62,Egg Generation Rate,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Egg Generation Rate,
63,Egg Laying Efficiency,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Egg Laying Efficiency,
64,Egg Harvest Rate,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Egg Harvest Rate,
65,Egg Production Volume,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Egg Production Volume,
66,Egg Laying Productivity,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Egg Laying Productivity,
67,Egg Output Efficiency,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Egg Output Efficiency,
68,Egg Production Capacity,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Egg Production Capacity,
69,Egg Laying Frequency,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Egg Laying Frequency,
70,Egg Production Level,Fish Population Metrics,Fish Abundance,Reproductive Output,Egg Production Rate,Egg Production Level,
71,Larval Survival Rate,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,,
72,Larval Development Speed,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Development Speed,
73,Thermal Tolerance Limits,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Development Speed,Thermal Tolerance Limits
74,Energy Allocation in Larvae,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Development Speed,Energy Allocation in Larvae
75,Larval Growth Rate,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Development Speed,Larval Growth Rate
76,Larval Maturation Speed,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Development Speed,Larval Maturation Speed
77,Larval Development Rate,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Development Speed,Larval Development Rate
78,Larval Progression Velocity,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Development Speed,Larval Progression Velocity
79,Larval Transformation Speed,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Development Speed,Larval Transformation Speed
80,Larval Growth Velocity,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Development Speed,Larval Growth Velocity
81,Larval Advancement Rate,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Development Speed,Larval Advancement Rate
82,Larval Predation Levels,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Predation Levels,
83,Predator Fish Density,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Predation Levels,Predator Fish Density
84,Predation Event Frequency,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Predation Levels,Predation Event Frequency
85,Predator Species Diversity,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Predation Levels,Predator Species Diversity
86,Larval Predation Rates,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Predation Levels,Larval Predation Rates
87,Larval Consumption Levels,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Predation Levels,Larval Consumption Levels
88,Larval Mortality Due to Predation,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Predation Levels,Larval Mortality Due to Predation
89,Larval Predation Intensity,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Predation Levels,Larval Predation Intensity
90,Levels of Larval Predation,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Predation Levels,Levels of Larval Predation
91,Larval Predator Impact,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Predation Levels,Larval Predator Impact
92,Larval Survival Rates,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Predation Levels,Larval Survival Rates
93,Predation Pressure on Larvae,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Predation Levels,Predation Pressure on Larvae
94,Larval Predation Dynamics,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Predation Levels,Larval Predation Dynamics
95,Predation Rates on Larval Stages,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Predation Levels,Predation Rates on Larval Stages
96,Larval Predator Interactions,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Predation Levels,Larval Predator Interactions
97,Larval Feeding Rates by Predators,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Predation Levels,Larval Feeding Rates by Predators
98,Larval Vulnerability to Predation,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Predation Levels,Larval Vulnerability to Predation
99,Larval Habitat Suitability,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Habitat Suitability,
100,Larval Habitat Temperature,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Habitat Suitability,Larval Habitat Temperature
101,Dissolved Oxygen Levels,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Habitat Suitability,Dissolved Oxygen Levels
102,Substrate Quality,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Habitat Suitability,Substrate Quality
103,Water Current Strength,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Habitat Suitability,Water Current Strength
104,Larval Habitat Quality,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Habitat Suitability,Larval Habitat Quality
105,Larval Environment Suitability,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Habitat Suitability,Larval Environment Suitability
106,Larval Growth Conditions,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Habitat Suitability,Larval Growth Conditions
107,Larval Habitat Assessment,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Habitat Suitability,Larval Habitat Assessment
108,Larval Living Conditions,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Habitat Suitability,Larval Living Conditions
109,Larval Development Habitat,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Habitat Suitability,Larval Development Habitat
110,Larval Survival Environment,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Habitat Suitability,Larval Survival Environment
111,Larval Ecosystem Suitability,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Habitat Suitability,Larval Ecosystem Suitability
112,Larval Habitat Preferences,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Habitat Suitability,Larval Habitat Preferences
113,Larval Habitat Characteristics,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Habitat Suitability,Larval Habitat Characteristics
114,Larval Niche Suitability,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Habitat Suitability,Larval Niche Suitability
115,Larval Habitat Viability,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Habitat Suitability,Larval Habitat Viability
116,Larval Habitat Requirements,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Habitat Suitability,Larval Habitat Requirements
117,Larval Viability,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Viability,
118,Larval Mortality Rate,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Mortality Rate,
119,Larval Survival Probability,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Survival Probability,
120,Larval Persistence Rate,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Persistence Rate,
121,Larval Survival Ratio,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Survival Ratio,
122,Larval Survival Success,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Survival Success,
123,Larval Life Stage Survival,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Life Stage Survival,
124,Larval Endurance Rate,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Endurance Rate,
125,Larval Survival Index,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Survival Index,
126,Larval Development Success Rate,Fish Population Metrics,Fish Abundance,Reproductive Output,Larval Survival Rate,Larval Development Success Rate,
127,Reproductive Yield,Fish Population Metrics,Fish Abundance,Reproductive Output,Reproductive Yield,,
128,Fecundity,Fish Population Metrics,Fish Abundance,Reproductive Output,Fecundity,,
129,Offspring Production,Fish Population Metrics,Fish Abundance,Reproductive Output,Offspring Production,,
130,Reproductive Performance,Fish Population Metrics,Fish Abundance,Reproductive Output,Reproductive Performance,,
131,Progeny Output,Fish Population Metrics,Fish Abundance,Reproductive Output,Progeny Output,,
132,Reproductive Efficiency,Fish Population Metrics,Fish Abundance,Reproductive Output,Reproductive Efficiency,,
133,Juvenile Recruitment Rates,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,,,
134,Nursery Habitat Availability,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,,
135,Seagrass Coverage,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Seagrass Coverage,
136,Density of Seagrass Patches,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Seagrass Coverage,Density of Seagrass Patches
137,Health of Seagrass Flora,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Seagrass Coverage,Health of Seagrass Flora
138,Seagrass Distribution,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Seagrass Coverage,Seagrass Distribution
139,Seagrass Extent,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Seagrass Coverage,Seagrass Extent
140,Seagrass Area,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Seagrass Coverage,Seagrass Area
141,Seagrass Habitat,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Seagrass Coverage,Seagrass Habitat
142,Seagrass Density,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Seagrass Coverage,Seagrass Density
143,Seagrass Presence,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Seagrass Coverage,Seagrass Presence
144,Seagrass Bed Coverage,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Seagrass Coverage,Seagrass Bed Coverage
145,Mangrove Area,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Mangrove Area,
146,Mangrove Canopy Density,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Mangrove Area,Mangrove Canopy Density
147,Tidal Flow Access,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Mangrove Area,Tidal Flow Access
148,Root Structure Complexity,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Mangrove Area,Root Structure Complexity
149,Sediment Quality,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Mangrove Area,Sediment Quality
150,Mangrove Forest,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Mangrove Area,Mangrove Forest
151,Mangrove Swamp,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Mangrove Area,Mangrove Swamp
152,Mangrove Wetland,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Mangrove Area,Mangrove Wetland
153,Coastal Mangrove,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Mangrove Area,Coastal Mangrove
154,Mangrove Ecosystem,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Mangrove Area,Mangrove Ecosystem
155,Mangrove Habitat,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Mangrove Area,Mangrove Habitat
156,Estuarine Mangrove,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Mangrove Area,Estuarine Mangrove
157,Tidal Mangrove,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Mangrove Area,Tidal Mangrove
158,Mangrove Marsh,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Mangrove Area,Mangrove Marsh
159,Saltwater Mangrove,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Mangrove Area,Saltwater Mangrove
160,Mangrove Shoreline,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Mangrove Area,Mangrove Shoreline
161,Mangrove Biome,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Mangrove Area,Mangrove Biome
162,Mangrove Region,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Mangrove Area,Mangrove Region
163,Artificial Reef Structures,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Artificial Reef Structures,
164,Fish Species Richness,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Artificial Reef Structures,Fish Species Richness
165,Fish Biomass,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Artificial Reef Structures,Fish Biomass
166,Man-made Reef Systems,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Artificial Reef Structures,Man-made Reef Systems
167,Synthetic Reef Installations,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Artificial Reef Structures,Synthetic Reef Installations
168,Artificial Underwater Habitats,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Artificial Reef Structures,Artificial Underwater Habitats
169,Constructed Reef Environments,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Artificial Reef Structures,Constructed Reef Environments
170,Engineered Marine Structures,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Artificial Reef Structures,Engineered Marine Structures
171,Human-made Reef Ecosystems,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Artificial Reef Structures,Human-made Reef Ecosystems
172,Reef Enhancement Structures,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Artificial Reef Structures,Reef Enhancement Structures
173,Juvenile Habitat Accessibility,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Juvenile Habitat Accessibility,
174,Young Habitat Provision,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Young Habitat Provision,
175,Rearing Environment Availability,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Rearing Environment Availability,
176,Breeding Ground Accessibility,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Breeding Ground Accessibility,
177,Fledgling Habitat Supply,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Fledgling Habitat Supply,
178,Infant Habitat Presence,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Infant Habitat Presence,
179,Nurturing Environment Availability,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Nurturing Environment Availability,
180,Early Life Habitat Accessibility,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Early Life Habitat Accessibility,
181,Spawn Habitat Availability,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Spawn Habitat Availability,
182,Developmental Habitat Supply,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Nursery Habitat Availability,Developmental Habitat Supply,
183,Juvenile Growth Rate,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Juvenile Growth Rate,,
184,Nutritional Intake Levels,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Juvenile Growth Rate,Nutritional Intake Levels,
185,Caloric Intake,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Juvenile Growth Rate,Nutritional Intake Levels,Caloric Intake
186,Protein Consumption,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Juvenile Growth Rate,Nutritional Intake Levels,Protein Consumption
187,Essential Fatty Acid Levels,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Juvenile Growth Rate,Nutritional Intake Levels,Essential Fatty Acid Levels
188,Mineral Absorption,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Juvenile Growth Rate,Nutritional Intake Levels,Mineral Absorption
189,Dietary Consumption Rates,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Juvenile Growth Rate,Nutritional Intake Levels,Dietary Consumption Rates
190,Food Intake Amounts,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Juvenile Growth Rate,Nutritional Intake Levels,Food Intake Amounts
191,Nutritional Consumption Levels,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Juvenile Growth Rate,Nutritional Intake Levels,Nutritional Consumption Levels
192,Dietary Intake Quantities,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Juvenile Growth Rate,Nutritional Intake Levels,Dietary Intake Quantities
193,Nutritional Levels,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Juvenile Growth Rate,Nutritional Intake Levels,Nutritional Levels
194,Caloric Intake Measurements,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Juvenile Growth Rate,Nutritional Intake Levels,Caloric Intake Measurements
195,Food Consumption Levels,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Juvenile Growth Rate,Nutritional Intake Levels,Food Consumption Levels
196,Nutrient Intake Rates,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Juvenile Growth Rate,Nutritional Intake Levels,Nutrient Intake Rates
197,Dietary Levels,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Juvenile Growth Rate,Nutritional Intake Levels,Dietary Levels
198,Nutritional Consumption Rates,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Juvenile Growth Rate,Nutritional Intake Levels,Nutritional Consumption Rates
199,Caloric Consumption Levels,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Juvenile Growth Rate,Nutritional Intake Levels,Caloric Consumption Levels
200,Food Intake Levels,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Juvenile Growth Rate,Nutritional Intake Levels,Food Intake Levels
201,Dietary Quality Indicators,Fish Population Metrics,Fish Abundance,Juvenile Recruitment Rates,Juvenile Growth Rate,Nutritional Intake Levels,Dietary Quality Indicators
